RN,RDATE,PIPE,DEPTH,CONDUCT,Conduct Primary,Primary Test,Conduct Secondary,Secondary Test
12600533,01/02/2000 00:00:00,A,19.4,478,900,PASS,900,PASS
12600533,01/03/2016 00:00:00,A,,561,900,PASS,900,PASS
12600533,02/06/2016 00:00:00,A,,595,900,PASS,900,PASS
12600533,02/10/2019 00:00:00,A,,559,900,PASS,900,PASS
12600533,06/02/2002 00:00:00,A,19.4,426,900,PASS,900,PASS
12600533,06/09/2012 00:00:00,A,,585,900,PASS,900,PASS
12600533,06/10/2000 00:00:00,A,19.4,420,900,PASS,900,PASS
12600533,06/11/2001 00:00:00,A,19.4,454,900,PASS,900,PASS
12600533,08/07/2005 00:00:00,A,,485,900,PASS,900,PASS
12600533,09/02/2005 00:00:00,A,,459,900,PASS,900,PASS
12600533,09/10/2008 00:00:00,A,,711,900,PASS,900,PASS
12600533,10/01/2012 00:00:00,A,,614,900,PASS,900,PASS
12600533,10/05/2013 00:00:00,A,,590,900,PASS,900,PASS
12600533,12/03/2003 00:00:00,A,19.4,440,900,PASS,900,PASS
12600533,12/05/2020 00:00:00,A,,512,900,PASS,900,PASS
12600533,13/04/2005 00:00:00,A,,476,900,PASS,900,PASS
12600533,15/08/2001 00:00:00,A,19.4,444,900,PASS,900,PASS
12600533,16/08/2016 00:00:00,A,,609,900,PASS,900,PASS
12600533,16/09/2011 00:00:00,A,,623,900,PASS,900,PASS
12600533,17/03/2008 00:00:00,A,,454,900,PASS,900,PASS
12600533,17/04/2012 00:00:00,A,,590,900,PASS,900,PASS
12600533,17/05/2007 00:00:00,A,,490,900,PASS,900,PASS
12600533,17/05/2017 00:00:00,A,,653,900,PASS,900,PASS
12600533,17/12/2003 00:00:00,A,19.4,430,900,PASS,900,PASS
12600533,18/05/2006 00:00:00,A,,598,900,PASS,900,PASS
12600533,18/05/2011 00:00:00,A,,628,900,PASS,900,PASS
12600533,18/06/2003 00:00:00,A,19.4,446,900,PASS,900,PASS
12600533,18/11/2004 00:00:00,A,,465,900,PASS,900,PASS
12600533,19/08/2009 00:00:00,A,,490,900,PASS,900,PASS
12600533,19/09/2002 00:00:00,A,19.4,460,900,PASS,900,PASS
12600533,20/06/2000 00:00:00,A,19.4,445,900,PASS,900,PASS
12600533,21/05/2021 00:00:00,A,,500,900,PASS,900,PASS
12600533,22/07/2002 00:00:00,A,19.4,459,900,PASS,900,PASS
12600533,23/07/2004 00:00:00,A,,440,900,PASS,900,PASS
12600533,24/05/2019 00:00:00,A,,570,900,PASS,900,PASS
12600533,24/11/2016 00:00:00,A,,625,900,PASS,900,PASS
12600533,25/05/2015 00:00:00,A,,575,900,PASS,900,PASS
12600533,25/05/2018 00:00:00,A,,632,900,PASS,900,PASS
12600533,26/05/2010 00:00:00,A,,511,900,PASS,900,PASS
12600533,26/09/2006 00:00:00,A,,497,900,PASS,900,PASS
12600533,27/10/2014 00:00:00,A,,589,900,PASS,900,PASS
12600533,28/04/2003 00:00:00,A,19.4,451,900,PASS,900,PASS
12600533,28/08/2003 00:00:00,A,,474,900,PASS,900,PASS
12600533,28/11/2002 00:00:00,A,19.4,480,900,PASS,900,PASS
12600533,29/05/2001 00:00:00,A,19.4,455,900,PASS,900,PASS
12600533,30/04/2002 00:00:00,A,19.4,434,900,PASS,900,PASS
12600533,30/11/2017 00:00:00,A,,620,900,PASS,900,PASS
12600533,31/01/2001 00:00:00,A,19.4,449,900,PASS,900,PASS
12600577,02/11/2016 00:00:00,A,,666,900,PASS,NULL,N/A
12600577,03/02/2016 00:00:00,A,,707,900,PASS,NULL,N/A
12600577,03/05/2017 00:00:00,A,,615,900,PASS,NULL,N/A
12600577,07/04/2016 00:00:00,A,,659,900,PASS,NULL,N/A
12600577,10/01/2012 00:00:00,A,,653,900,PASS,NULL,N/A
12600577,10/05/2013 00:00:00,A,,660,900,PASS,NULL,N/A
12600577,11/08/2016 00:00:00,A,,671,900,PASS,NULL,N/A
12600577,12/05/2020 00:00:00,A,,617,900,PASS,NULL,N/A
12600577,15/03/2017 00:00:00,A,,644,900,PASS,NULL,N/A
12600577,18/05/2018 00:00:00,A,,634,900,PASS,NULL,N/A
12600577,18/10/2013 00:00:00,A,,606,900,PASS,NULL,N/A
12600577,19/05/2021 00:00:00,A,,643,900,PASS,NULL,N/A
12600577,19/09/2012 00:00:00,A,,641,900,PASS,NULL,N/A
12600577,20/05/2015 00:00:00,A,,626,900,PASS,NULL,N/A
12600577,21/02/2012 00:00:00,A,,660,900,PASS,NULL,N/A
12600577,24/05/2019 00:00:00,A,,638,900,PASS,NULL,N/A
12600577,24/10/2010 00:00:00,A,,691,900,PASS,NULL,N/A
12600579,01/03/2016 00:00:00,A,,1040,1350,PASS,1350,PASS
12600579,01/04/2019 00:00:00,A,,1332,1350,PASS,1350,PASS
12600579,09/02/2012 00:00:00,A,,1040,1350,PASS,1350,PASS
12600579,10/05/2013 00:00:00,A,,1140,1350,PASS,1350,PASS
12600579,11/04/2016 00:00:00,A,,1062,1350,PASS,1350,PASS
12600579,12/05/2020 00:00:00,A,,1119,1350,PASS,1350,PASS
12600579,12/08/2016 00:00:00,A,,1178,1350,PASS,1350,PASS
12600579,15/10/2012 00:00:00,A,,1000,1350,PASS,1350,PASS
12600579,16/11/2016 00:00:00,A,,1061,1350,PASS,1350,PASS
12600579,18/05/2018 00:00:00,A,,1036,1350,PASS,1350,PASS
12600579,19/05/2021 00:00:00,A,,1145,1350,PASS,1350,PASS
12600579,20/05/2015 00:00:00,A,,1040,1350,PASS,1350,PASS
12600579,22/05/2017 00:00:00,A,,1230,1350,PASS,1350,PASS
12600579,24/10/2013 00:00:00,A,,996,1350,PASS,1350,PASS
12600579,27/10/2010 00:00:00,A,,1294,1350,PASS,1350,PASS
12600579,31/05/2019 00:00:00,A,,1116,1350,PASS,1350,PASS
12600592,01/04/2014 00:00:00,A,,560,1200,PASS,1200,PASS
12600592,02/04/2019 00:00:00,A,,617,1200,PASS,1200,PASS
12600592,05/04/2016 00:00:00,A,,565,1200,PASS,1200,PASS
12600592,07/05/2013 00:00:00,A,,580,1200,PASS,1200,PASS
12600592,08/02/2012 00:00:00,A,,675,1200,PASS,1200,PASS
12600592,09/03/2012 00:00:00,A,,657,1200,PASS,1200,PASS
12600592,12/05/2020 00:00:00,A,,592,1200,PASS,1200,PASS
12600592,12/10/2011 00:00:00,A,,628,1200,PASS,1200,PASS
12600592,15/02/2018 00:00:00,A,,570,1200,PASS,1200,PASS
12600592,15/11/2016 00:00:00,A,,577,1200,PASS,1200,PASS
12600592,16/08/2016 00:00:00,A,,573,1200,PASS,1200,PASS
12600592,17/04/2012 00:00:00,A,,627,1200,PASS,1200,PASS
12600592,17/08/2020 00:00:00,A,,594,1200,PASS,1200,PASS
12600592,19/09/2012 00:00:00,A,,606,1200,PASS,1200,PASS
12600592,20/05/2015 00:00:00,A,,536,1200,PASS,1200,PASS
12600592,22/03/2017 00:00:00,A,,575,1200,PASS,1200,PASS
12600592,22/05/2017 00:00:00,A,,571,1200,PASS,1200,PASS
12600592,22/05/2018 00:00:00,A,,599,1200,PASS,1200,PASS
12600592,25/05/2021 00:00:00,A,,555,1200,PASS,1200,PASS
12600592,25/10/2013 00:00:00,A,,553,1200,PASS,1200,PASS
12600592,28/05/2014 00:00:00,A,,570,1200,PASS,1200,PASS
12600592,31/05/2019 00:00:00,A,,582,1200,PASS,1200,PASS
13500110,26/04/2018 00:00:00,A,,3950,2450,ATTENTION,2950,ATTENTION
13500110,06/06/2017 00:00:00,B,18,896,2450,PASS,2950,PASS
13500110,11/08/2015 00:00:00,B,19,771,2450,PASS,2950,PASS
13500110,14/09/2018 00:00:00,B,15,836,2450,PASS,2950,PASS
13500110,18/09/2009 00:00:00,B,,1177,2450,PASS,2950,PASS
13500110,20/05/2015 00:00:00,B,19,826,2450,PASS,2950,PASS
13500110,29/11/2012 00:00:00,B,18,894,2450,PASS,2950,PASS
13500117,22/06/2017 00:00:00,A,15,499,1400,PASS,2650,PASS
13500117,06/06/2017 00:00:00,B,20,274,1400,PASS,2650,PASS
13500117,10/12/2015 00:00:00,B,24,1353,1400,PASS,2650,PASS
13500117,14/09/2018 00:00:00,B,20,263,1400,PASS,2650,PASS
13500117,20/05/2015 00:00:00,B,23,265,1400,PASS,2650,PASS
13500117,28/07/2015 00:00:00,B,20,266,1400,PASS,2650,PASS
13500117,29/11/2012 00:00:00,B,21,275,1400,PASS,2650,PASS
13500170,06/06/2017 00:00:00,A,25,1095,1650,PASS,2500,PASS
13500170,11/08/2015 00:00:00,A,25,997,1650,PASS,2500,PASS
13500170,14/09/2018 00:00:00,A,20,1040,1650,PASS,2500,PASS
13500170,20/05/2015 00:00:00,A,30,1000,1650,PASS,2500,PASS
13500170,24/03/2014 00:00:00,A,22,1092,1650,PASS,2500,PASS
13500170,25/05/2016 00:00:00,A,36,1055,1650,PASS,2500,PASS
13500170,17/09/2009 00:00:00,B,,498,1650,PASS,2500,PASS
13600220,03/05/2011 00:00:00,A,,834,1800,PASS,1900,PASS
13600220,29/06/2017 00:00:00,A,30,1296,1800,PASS,1900,PASS
13600220,11/08/2015 00:00:00,B,30,737,1800,PASS,1900,PASS
13600220,13/09/2018 00:00:00,B,30,829,1800,PASS,1900,PASS
13600220,20/05/2015 00:00:00,B,30,716,1800,PASS,1900,PASS
13600220,24/05/2017 00:00:00,B,32,858,1800,PASS,1900,PASS
13600223,05/06/2017 00:00:00,A,20,407,850,PASS,1350,PASS
13600223,13/09/2018 00:00:00,A,15,378,850,PASS,1350,PASS
13600223,20/05/2015 00:00:00,A,25,385,850,PASS,1350,PASS
13600223,23/07/2015 00:00:00,A,25,340,850,PASS,1350,PASS
13600223,29/11/2012 00:00:00,A,18,326,850,PASS,1350,PASS
13700157,06/08/2021 00:00:00,A,17,2850,3300,PASS,4000,PASS
13700157,19/05/2015 00:00:00,A,19,2380,3300,PASS,4000,PASS
13700157,22/10/2020 00:00:00,A,,2880,3300,PASS,4000,PASS
13700157,25/05/2017 00:00:00,A,15,,3300,PASS,4000,PASS
13700157,28/04/2016 00:00:00,A,18.5,2660,3300,PASS,4000,PASS
13700157,28/08/1990 00:00:00,A,,1425,3300,PASS,4000,PASS
13700186,05/06/2017 00:00:00,A,12,719,1900,PASS,2100,PASS
13700186,07/06/2017 00:00:00,A,25,1294,1900,PASS,2100,PASS
13700186,12/07/1993 00:00:00,A,,1430,1900,PASS,2100,PASS
13700186,13/09/2018 00:00:00,A,12,681,1900,PASS,2100,PASS
13700186,19/05/2015 00:00:00,A,12.5,880,1900,PASS,2100,PASS
13700186,27/07/2015 00:00:00,A,13,810,1900,PASS,2100,PASS
13700186,29/11/2012 00:00:00,A,12,716,1900,PASS,2100,PASS
13700199,23/07/2015 00:00:00,A,25,921,1700,PASS,1900,PASS
13700199,05/11/2014 00:00:00,B,18,1472,1700,PASS,1900,PASS
13700199,13/09/2018 00:00:00,B,25,955,1700,PASS,1900,PASS
13700199,20/05/2015 00:00:00,B,25,770,1700,PASS,1900,PASS
13700205,13/09/2018 00:00:00,A,25,1195,1500,PASS,1550,PASS
13700205,18/05/2015 00:00:00,A,27,1205,1500,PASS,1550,PASS
13700205,23/07/2015 00:00:00,A,27,1207,1500,PASS,1550,PASS
13700205,24/05/2017 00:00:00,A,30,1285,1500,PASS,1550,PASS
13700205,01/05/2018 00:00:00,B,,1238,1500,PASS,1550,PASS
